FWD,FWD,MID,MID,MID,DEF,DEF,GK,Projected,Salary
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Ahmed Hegazi,Igor Akinfeev,151.0,59000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Lukasz Piszczek,Igor Akinfeev,149.9,59500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Ali Gabr,Igor Akinfeev,149.3,57500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Youssouf Sabaly,Igor Akinfeev,149.0,58000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Kalidou Koulibaly,Igor Akinfeev,148.2,58000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Ahmed Hegazi,Wojciech Szczesny,148.1,58000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Ahmed Hegazi,Ali Gabr,Igor Akinfeev,148.0,59000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Michal Pazdan,Igor Akinfeev,147.8,58000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Ahmed Hegazi,Youssouf Sabaly,Igor Akinfeev,147.7,59500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Lukasz Piszczek,Wojciech Szczesny,147.0,58500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Lukasz Piszczek,Ali Gabr,Igor Akinfeev,146.9,59500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Lukasz Piszczek,Youssouf Sabaly,Igor Akinfeev,146.6,60000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Ahmed Hegazi,Michal Pazdan,Igor Akinfeev,146.5,59500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Cheikhou Kouyate,Sergei Ignashevich,Ahmed Hegazi,Igor Akinfeev,146.4,59000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Piotr Zielinski,Sergei Ignashevich,Ali Gabr,Igor Akinfeev,146.3,59500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Youssouf Sabaly,Wojciech Szczesny,146.1,57000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Ali Gabr,Youssouf Sabaly,Igor Akinfeev,146.0,58000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Yuri Zhirkov,Igor Akinfeev,145.9,58000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Piotr Zielinski,Sergei Ignashevich,Ahmed Hegazi,Igor Akinfeev,145.8,60000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Ahmed Hegazi,Lukasz Piszczek,Wojciech Szczesny,145.7,60000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Lukasz Piszczek,Michal Pazdan,Igor Akinfeev,145.4,60000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Kalidou Koulibaly,Wojciech Szczesny,145.3,57000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Ali Gabr,Kalidou Koulibaly,Igor Akinfeev,145.2,58000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Ahmed Hegazi,Ali Gabr,Wojciech Szczesny,145.1,58000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Karol Linetty,Sergei Ignashevich,Lukasz Piszczek,Igor Akinfeev,145.0,59500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Youssouf Sabaly,Kalidou Koulibaly,Igor Akinfeev,144.9,58500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Piotr Zielinski,Sergei Ignashevich,Michal Pazdan,Igor Akinfeev,144.8,60000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Cheikhou Kouyate,Sergei Ignashevich,Ali Gabr,Igor Akinfeev,144.7,57500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Ahmed Hegazi,Yuri Zhirkov,Igor Akinfeev,144.6,59500
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Piotr Zielinski,Sergei Ignashevich,Ahmed Hegazi,Igor Akinfeev,144.5,58500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Cheikhou Kouyate,Sergei Ignashevich,Youssouf Sabaly,Igor Akinfeev,144.4,58000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Cheikhou Kouyate,Sergei Ignashevich,Ahmed Hegazi,Igor Akinfeev,144.2,58000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Karol Linetty,Sergei Ignashevich,Youssouf Sabaly,Igor Akinfeev,144.1,58000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Ahmed Hegazi,Kalidou Koulibaly,Wojciech Szczesny,144.0,58500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Karol Linetty,Sergei Ignashevich,Ahmed Hegazi,Igor Akinfeev,143.9,58000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Idrissa Gueye,Sergei Ignashevich,Ahmed Hegazi,Wojciech Szczesny,143.8,60000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Trezeguet,Sergei Ignashevich,Ali Gabr,Igor Akinfeev,143.7,59500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Cheikhou Kouyate,Sergei Ignashevich,Kalidou Koulibaly,Igor Akinfeev,143.6,58000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Lukasz Piszczek,Yuri Zhirkov,Igor Akinfeev,143.5,60000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Trezeguet,Sergei Ignashevich,Youssouf Sabaly,Igor Akinfeev,143.4,60000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Karol Linetty,Sergei Ignashevich,Kalidou Koulibaly,Igor Akinfeev,143.3,58000
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Idrissa Gueye,Sergei Ignashevich,Ahmed Hegazi,Igor Akinfeev,143.2,58500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Ali Gabr,Youssouf Sabaly,Wojciech Szczesny,143.1,57000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Yuri Zhirkov,Wojciech Szczesny,143.0,57000
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Cheikhou Kouyate,Sergei Ignashevich,Ahmed Hegazi,Igor Akinfeev,142.9,56500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Idrissa Gueye,Sergei Ignashevich,Ali Gabr,Igor Akinfeev,142.8,58500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Piotr Zielinski,Sergei Ignashevich,Maciej Rybus,Igor Akinfeev,142.7,60000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Trezeguet,Sergei Ignashevich,Kalidou Koulibaly,Igor Akinfeev,142.6,60000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Cheikhou Kouyate,Sergei Ignashevich,Ali Gabr,Igor Akinfeev,142.5,56500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Cheikhou Kouyate,Sergei Ignashevich,Lukasz Piszczek,Wojciech Szczesny,142.4,58500
Robert Lewandowski,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Ahmed Hegazi,Igor Akinfeev,142.3,57000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Piotr Zielinski,Ali Gabr,Kalidou Koulibaly,Igor Akinfeev,142.2,60000
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Trezeguet,Sergei Ignashevich,Youssouf Sabaly,Igor Akinfeev,142.1,58500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Youssouf Sabaly,Kalidou Koulibaly,Wojciech Szczesny,142.0,57500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Ali Gabr,Michal Pazdan,Wojciech Szczesny,141.9,57000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Piotr Zielinski,Sergei Ignashevich,Lukasz Piszczek,Wojciech Szczesny,141.8,59500
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Aleksandr Golovin,Sergei Ignashevich,Ali Gabr,Igor Akinfeev,141.7,59000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Karol Linetty,Ahmed Hegazi,Michal Pazdan,Igor Akinfeev,141.6,59500
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Piotr Zielinski,Ahmed Hegazi,Ali Gabr,Igor Akinfeev,141.5,58500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Idrissa Gueye,Sergei Ignashevich,Maciej Rybus,Igor Akinfeev,141.4,60000
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Piotr Zielinski,Sergei Ignashevich,Michal Pazdan,Igor Akinfeev,141.3,57500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Piotr Zielinski,Sergei Ignashevich,Ali Gabr,Wojciech Szczesny,141.2,57500
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Trezeguet,Ahmed Hegazi,Ali Gabr,Igor Akinfeev,141.1,59500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Grzegorz Krychowiak,Sergei Ignashevich,Ahmed Hegazi,Wojciech Szczesny,141.0,59500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Karol Linetty,Lukasz Piszczek,Kalidou Koulibaly,Igor Akinfeev,140.9,60000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Trezeguet,Sergei Ignashevich,Ali Gabr,Wojciech Szczesny,140.8,58500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Cheikhou Kouyate,Sergei Ignashevich,Kalidou Koulibaly,Wojciech Szczesny,140.7,57000
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Aleksandr Golovin,Sergei Ignashevich,Kalidou Koulibaly,Igor Akinfeev,140.6,59500
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Piotr Zielinski,Sergei Ignashevich,Lukasz Piszczek,Wojciech Szczesny,140.5,58000
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Piotr Zielinski,Lukasz Piszczek,Ali Gabr,Igor Akinfeev,140.4,59000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Cheikhou Kouyate,Sergei Ignashevich,Michal Pazdan,Wojciech Szczesny,140.3,57000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Cheikhou Kouyate,Ali Gabr,Michal Pazdan,Igor Akinfeev,140.2,58000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Aleksandr Golovin,Sergei Ignashevich,Ali Gabr,Wojciech Szczesny,140.1,59500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Grzegorz Krychowiak,Sergei Ignashevich,Michal Pazdan,Wojciech Szczesny,140.0,59500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Piotr Zielinski,Ali Gabr,Yuri Zhirkov,Igor Akinfeev,139.9,60000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Aleksandr Golovin,Sergei Ignashevich,Youssouf Sabaly,Wojciech Szczesny,139.8,60000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Trezeguet,Ali Gabr,Youssouf Sabaly,Wojciech Szczesny,139.7,60000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Piotr Zielinski,Ali Gabr,Michal Pazdan,Igor Akinfeev,139.6,59000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Trezeguet,Ahmed Hegazi,Ali Gabr,Wojciech Szczesny,139.5,60000
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Aleksandr Golovin,Sergei Ignashevich,Lukasz Piszczek,Wojciech Szczesny,139.4,60000
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Piotr Zielinski,Lukasz Piszczek,Kalidou Koulibaly,Igor Akinfeev,139.3,59500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Trezeguet,Ali Gabr,Michal Pazdan,Igor Akinfeev,139.2,60000
Robert Lewandowski,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Michal Pazdan,Igor Akinfeev,139.1,56000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Piotr Zielinski,Youssouf Sabaly,Kalidou Koulibaly,Wojciech Szczesny,139.0,59500
Sadio Mane,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Ahmed Hegazi,Igor Akinfeev,138.9,54000
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Idrissa Gueye,Lukasz Piszczek,Youssouf Sabaly,Igor Akinfeev,138.8,59500
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Piotr Zielinski,Ali Gabr,Kalidou Koulibaly,Igor Akinfeev,138.7,57500
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Piotr Zielinski,Ahmed Hegazi,Ali Gabr,Wojciech Szczesny,138.6,57500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Piotr Zielinski,Kalidou Koulibaly,Michal Pazdan,Igor Akinfeev,138.5,59500
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Aleksandr Golovin,Ali Gabr,Youssouf Sabaly,Igor Akinfeev,138.4,59500
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Piotr Zielinski,Ahmed Hegazi,Youssouf Sabaly,Wojciech Szczesny,138.3,58000
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Piotr Zielinski,Idrissa Gueye,Sergei Ignashevich,Youssouf Sabaly,Igor Akinfeev,138.2,59500
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Idrissa Gueye,Sergei Ignashevich,Yuri Zhirkov,Igor Akinfeev,138.1,57500
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Idrissa Gueye,Ali Gabr,Kalidou Koulibaly,Wojciech Szczesny,138.0,59000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Piotr Zielinski,Ali Gabr,Youssouf Sabaly,Wojciech Szczesny,137.9,58000
Sadio Mane,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Lukasz Piszczek,Igor Akinfeev,137.8,54500
Robert Lewandowski,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Ali Gabr,Wojciech Szczesny,137.7,54500
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Aleksandr Golovin,Ali Gabr,Kalidou Koulibaly,Igor Akinfeev,137.6,59500
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Kamil Grosicki,Piotr Zielinski,Ahmed Hegazi,Kalidou Koulibaly,Wojciech Szczesny,137.5,58000
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Piotr Zielinski,Idrissa Gueye,Sergei Ignashevich,Kalidou Koulibaly,Igor Akinfeev,137.4,59500
Robert Lewandowski,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Piotr Zielinski,Sergei Ignashevich,Youssouf Sabaly,Igor Akinfeev,137.3,58000
Sadio Mane,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Ali Gabr,Igor Akinfeev,137.2,52500
Robert Lewandowski,Marwan Mohsen,Denis Cheryshev,Kamil Grosicki,Piotr Zielinski,Sergei Ignashevich,Ahmed Hegazi,Igor Akinfeev,137.1,58000
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Piotr Zielinski,Cheikhou Kouyate,Sergei Ignashevich,Ahmed Hegazi,Wojciech Szczesny,137.0,57500
Sadio Mane,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Youssouf Sabaly,Igor Akinfeev,136.9,53000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Piotr Zielinski,Youssouf Sabaly,Kalidou Koulibaly,Wojciech Szczesny,136.8,58500
Robert Lewandowski,Marwan Mohsen,Denis Cheryshev,Kamil Grosicki,Trezeguet,Sergei Ignashevich,Ahmed Hegazi,Igor Akinfeev,136.7,59000
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Idrissa Gueye,Grzegorz Krychowiak,Sergei Ignashevich,Ali Gabr,Igor Akinfeev,136.6,59500
Sadio Mane,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Ahmed Hegazi,Lukasz Piszczek,Igor Akinfeev,136.5,56000
Robert Lewandowski,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Ahmed Hegazi,Ali Gabr,Wojciech Szczesny,136.4,56000
Robert Lewandowski,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Piotr Zielinski,Ahmed Hegazi,Ali Gabr,Igor Akinfeev,136.3,59000
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Trezeguet,Karol Linetty,Ahmed Hegazi,Ali Gabr,Igor Akinfeev,136.2,59500
Robert Lewandowski,Sadio Mane,Kamil Grosicki,Piotr Zielinski,Trezeguet,Sergei Ignashevich,Kalidou Koulibaly,Igor Akinfeev,136.1,59500
Robert Lewandowski,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Cheikhou Kouyate,Sergei Ignashevich,Ali Gabr,Igor Akinfeev,136.0,55500
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Aleksandr Golovin,Cheikhou Kouyate,Sergei Ignashevich,Ahmed Hegazi,Wojciech Szczesny,135.9,59500
Robert Lewandowski,Marwan Mohsen,Aleksandr Samedov,Kamil Grosicki,Piotr Zielinski,Sergei Ignashevich,Ahmed Hegazi,Igor Akinfeev,135.8,56500
Robert Lewandowski,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Karol Linetty,Sergei Ignashevich,Ali Gabr,Igor Akinfeev,135.7,55500
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Aleksandr Golovin,Karol Linetty,Sergei Ignashevich,Ahmed Hegazi,Wojciech Szczesny,135.6,59500
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Piotr Zielinski,Karol Linetty,Ahmed Hegazi,Kalidou Koulibaly,Igor Akinfeev,135.5,59000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Piotr Zielinski,Cheikhou Kouyate,Ali Gabr,Kalidou Koulibaly,Igor Akinfeev,135.4,59000
Robert Lewandowski,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Aleksandr Golovin,Sergei Ignashevich,Ahmed Hegazi,Wojciech Szczesny,135.3,60000
Robert Lewandowski,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Piotr Zielinski,Ahmed Hegazi,Kalidou Koulibaly,Igor Akinfeev,135.2,59500
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Cheikhou Kouyate,Karol Linetty,Sergei Ignashevich,Ahmed Hegazi,Wojciech Szczesny,135.1,55500
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Piotr Zielinski,Karol Linetty,Sergei Ignashevich,Ali Gabr,Wojciech Szczesny,135.0,56000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Kamil Grosicki,Idrissa Gueye,Michal Pazdan,Yuri Zhirkov,Igor Akinfeev,134.9,59500
Robert Lewandowski,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Cheikhou Kouyate,Sergei Ignashevich,Ahmed Hegazi,Wojciech Szczesny,134.8,56000
Robert Lewandowski,Marwan Mohsen,Aleksandr Samedov,Kamil Grosicki,Aleksandr Golovin,Sergei Ignashevich,Ahmed Hegazi,Igor Akinfeev,134.7,58500
Robert Lewandowski,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Karol Linetty,Sergei Ignashevich,Kalidou Koulibaly,Igor Akinfeev,134.6,56000
Robert Lewandowski,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Karol Linetty,Sergei Ignashevich,Ahmed Hegazi,Wojciech Szczesny,134.5,56000
Robert Lewandowski,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Karol Linetty,Ahmed Hegazi,Ali Gabr,Igor Akinfeev,134.4,57000
Sadio Mane,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Ali Gabr,Wojciech Szczesny,134.3,51500
Robert Lewandowski,Marwan Mohsen,Aleksandr Samedov,Kamil Grosicki,Cheikhou Kouyate,Sergei Ignashevich,Ahmed Hegazi,Igor Akinfeev,134.2,54500
Robert Lewandowski,Marwan Mohsen,Aleksandr Samedov,Kamil Grosicki,Piotr Zielinski,Sergei Ignashevich,Ali Gabr,Igor Akinfeev,134.1,55000
Robert Lewandowski,Sadio Mane,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Ahmed Hegazi,Ilya Kutepov,Igor Akinfeev,134.0,59500
Robert Lewandowski,Marwan Mohsen,Aleksandr Samedov,Kamil Grosicki,Karol Linetty,Sergei Ignashevich,Ahmed Hegazi,Igor Akinfeev,133.9,54500
Robert Lewandowski,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Trezeguet,Sergei Ignashevich,Yuri Zhirkov,Igor Akinfeev,133.8,59000
Robert Lewandowski,Sadio Mane,Aleksandr Samedov,Piotr Zielinski,Karol Linetty,Ahmed Hegazi,Ali Gabr,Wojciech Szczesny,133.7,57500
Robert Lewandowski,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Aleksandr Golovin,Sergei Ignashevich,Ali Gabr,Wojciech Szczesny,133.6,58500
Sadio Mane,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Trezeguet,Sergei Ignashevich,Youssouf Sabaly,Igor Akinfeev,133.5,56000
Robert Lewandowski,Sadio Mane,Kamil Grosicki,Idrissa Gueye,Cheikhou Kouyate,Ahmed Hegazi,Ali Gabr,Igor Akinfeev,133.4,57500
Sadio Mane,Marwan Mohsen,Denis Cheryshev,Kamil Grosicki,Trezeguet,Sergei Ignashevich,Ahmed Hegazi,Igor Akinfeev,133.3,56000
Sadio Mane,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Cheikhou Kouyate,Sergei Ignashevich,Lukasz Piszczek,Igor Akinfeev,133.2,54500
Sadio Mane,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Trezeguet,Ahmed Hegazi,Lukasz Piszczek,Igor Akinfeev,133.1,59000
Sadio Mane,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Piotr Zielinski,Sergei Ignashevich,Ahmed Hegazi,Wojciech Szczesny,133.0,55000
Sadio Mane,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Karol Linetty,Sergei Ignashevich,Lukasz Piszczek,Igor Akinfeev,132.9,54500
Sadio Mane,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Sergei Ignashevich,Michal Pazdan,Wojciech Szczesny,132.8,52000
Sadio Mane,Marwan Mohsen,Denis Cheryshev,Aleksandr Samedov,Kamil Grosicki,Ahmed Hegazi,Youssouf Sabaly,Wojciech Szczesny,132.7,53500
Sadio Mane,Marwan Mohsen,Denis Cheryshev,Kamil Grosicki,Piotr Zielinski,Sergei Ignashevich,Lukasz Piszczek,Igor Akinfeev,132.6,55500
Robert Lewandowski,Sadio Mane,Kamil Grosicki,Cheikhou Kouyate,Karol Linetty,Ahmed Hegazi,Youssouf Sabaly,Igor Akinfeev,132.5,56000
Sadio Mane,Marwan Mohsen,Aleksandr Samedov,Kamil Grosicki,Piotr Zielinski,Sergei Ignashevich,Ahmed Hegazi,Igor Akinfeev,132.4,53500
